number,title,date,stock
1261541,"Tesla Furloughs All Non-Essential Workers In The US, Others To Get Pay Cut",2020-04-08 02:12:00-04:00,TSLA
1261542,"'Tesla will slash employee pay, and will furlough hourly workers until May 4' -CNBC",2020-04-07 23:17:00-04:00,TSLA
530850,Mainland China Reports 62 New Confirmed Cases of Coronavirus on April 7 vs 32 on April 6; Mainland China Reports Two New Coronavirus Deaths on April 7 vs Zero Deaths on April 6,2020-04-07 20:09:00-04:00,FXI
530851,China's Hubei Province Reports Zero New Cases on April 7 vs Zero on April 6; One New Death on April 7 vs Zero on April 6,2020-04-07 20:07:00-04:00,FXI
530852,"Guardian Reporter Highlights Study Of Hydroxychloroquine; Notes 1 Patient Died, 2 Went To ICU, 2 Quit Study, 20 Recovered",2020-04-07 16:10:00-04:00,FXI
530853,China's Wuhan City Lifts Outbound Travel Restrictions,2020-04-07 12:07:00-04:00,FXI
1261546,'Tesla prepares to increase the price of 'Full Self-Driving' again with new features' -Electrek,2020-04-07 11:56:00-04:00,TSLA
530854,IATA Says Seeing Tentative Signs Of Pickup In China,2020-04-07 08:14:00-04:00,FXI
1261548,"Tesla shares are trading higher, potentially on reports the company plans to debut a new Model 3 in China as well as the company's progress on ventilator production. Movement also likely related to overall market strength.",2020-04-07 06:45:00-04:00,TSLA
530855,Wuhan to Lift Outbound Travel Restrictions for People with Green Mobile Phone Health Codes from Midnight Wednesday,2020-04-07 06:33:00-04:00,FXI
530856,'WHO warns against easing coronavirus measures too early' -Reuters,2020-04-07 06:24:00-04:00,FXI
1261550,Tesla Nearing Debut of Longer Range China-made Model 3,2020-04-07 05:20:00-04:00,TSLA
1261551,'Tesla is making improvements to Fremont factory _ increasing Model Y production capacity' -Electrek,2020-04-06 17:00:00-04:00,TSLA
530859,"'China may not plan large #oil imports in near future, insiders said, citing limited state reserve capacity, a yet-to-recover level of domestic demand...' -Tweet From China's Global Times",2020-04-06 11:23:00-04:00,FXI
1261554,"Jefferies Upgrades Tesla, Says Company Is 'Doubling Market Coverage With Model Y'",2020-04-06 09:39:00-04:00,TSLA
530860,"IMF Sees Limited But Encouraging Signs Of Recovery In China, Says Cannot Rule Out Resurgence Of Pandemic In China, Elsewhere",2020-04-06 09:31:00-04:00,FXI
530861,US State Dept. Official Says US Is 'Seriously Concerned' About Chin'a Reported Sinking Of Vietnamese Fishing Vessel In South China Sea,2020-04-06 08:58:00-04:00,FXI
530862,'China Strikes $6 Billion Deal to Advance Bank Rescue' -Dow Jones,2020-04-06 08:30:00-04:00,FXI
1261557,"Jefferies Upgrades Tesla to Buy, Lowers Price Target to $650",2020-04-06 07:58:00-04:00,TSLA
1261558,Tesla shares are trading higher after analysts at Jefferies upgraded the company's stock from Hold to Buy.,2020-04-06 07:37:00-04:00,TSLA
1261560,A Peek Into The Markets: US Stock Futures Jump; Crude Oil Falls Over 3%,2020-04-06 06:00:00-04:00,TSLA
1261563,Jefferies Upgrades Tesla from Hold to Buy; Lowers Price Target from $800 to $650,2020-04-06 04:41:00-04:00,TSLA
1261566,"'Fast Money' Traders Weigh In On AT&T, Tesla And Twitter",2020-04-04 09:50:00-04:00,TSLA
530863,"'Berlin's interior senator speaks of ""modern piracy"" - USA has intercepted 200,000 protective masks' -Germany's der Spiegel (Translation Needed)",2020-04-03 14:46:00-04:00,FXI
530864,WHO Says Mouth Coverings To Reduce Transmission Isn't Bad Idea,2020-04-03 13:23:00-04:00,FXI
530865,IMF's Georgieva Says Highest Risk We See Is Wave Of Bankruptcies And Layoffs That Would Make Economic Recovery Harder,2020-04-03 12:37:00-04:00,FXI
530866,"Managing Director Georgieva Says We Have Witnessed World Economy Coming To A Standstill, Way Worse Than Global Financial Crisis; Says Determined To Use As Much Of Its $1 Trillion ""War Chest"" As Needed To Respond To Pandemic",2020-04-03 12:36:00-04:00,FXI
530867,"Tedros Calls On All Countries To Remove Financial Barriers To Care In Pandemic, Consider Making Cash Transfers To Most Vulnerable Households",2020-04-03 12:27:00-04:00,FXI
530868,"WHO's Tedros Says If Countries Rush To Lift Restrictions Too Soon, The Economic Impact Of Coronavirus Could Be Even More Severe And Prolonged",2020-04-03 12:25:00-04:00,FXI
1261568,Tesla Analysts Dissect 'Surprisingly Strong' Q1 Deliveries Data,2020-04-03 11:00:00-04:00,TSLA
1261570,'Tesla Software Update Allows In-Car Viewing Of Sentry Mode Videos' -InsideEVs,2020-04-03 10:14:00-04:00,TSLA
530870,Kudlow Says Individual Tariff Exemption Cases Could Still Be Examined,2020-04-03 09:54:00-04:00,FXI
530871,Kudlow Says Trump Admin. Not Going To Change Any Of Its Tariff Policies Right Now,2020-04-03 09:51:00-04:00,FXI
1261572,Tesla shares are trading higher after the company reported strong Q1 delivery and production figures.,2020-04-03 07:21:00-04:00,TSLA
1261577,"Tesla Is 'Crushing The Auto Industry', Munster Says, As Company Posts Q1 Delivery Figures",2020-04-02 23:49:00-04:00,TSLA
1261578,Tesla Trades Higher After Strong Q1 Delivery Figures,2020-04-02 16:29:00-04:00,TSLA
1261579,Tesla shares are trading higher after the company reported Q1 delivery and production figures.,2020-04-02 16:08:00-04:00,TSLA
1261580,Tesla Shares Up ~4% Following Q1 Delivery And Production Figures,2020-04-02 16:07:00-04:00,TSLA
1261581,"Tesla Q1 Model S/X Deliveries 12,200, Model 3/Y Deliveries 76,200; Total Deliveries 88,400, Total Production 102,672",2020-04-02 16:06:00-04:00,TSLA
1261582,Tesla Is Still A 'Maximum Short' For Chanos,2020-04-02 15:02:00-04:00,TSLA
1261583,"Tesla shares are trading lower, potentially amid continued concerns over lower deliveries.",2020-04-02 14:55:00-04:00,TSLA
530873,'More than 1 million confirmed cases of coronavirus worldwide' -Tweet From BNO,2020-04-02 13:40:00-04:00,FXI
530874,"Global Coronavirus Deaths Top 50,000",2020-04-02 12:43:00-04:00,FXI
1261584,Chanos Says Tesla Short Still One Of His Favorite Positions,2020-04-02 12:31:00-04:00,TSLA
1261585,Chanos Says Tesla Is Increasing Capacity At 'Exactly The Wrong Time',2020-04-02 12:28:00-04:00,TSLA
1261586,Short-seller Chanos Says He Is Still Maximum Short On Tesla,2020-04-02 12:27:00-04:00,TSLA
1261587,Elon Musk's SpaceX Bans Employee Use Of Zoom: Report,2020-04-02 10:21:00-04:00,TSLA
530875,'China's strategic crude reserve buy extends oil's rebound' -Article From World Oil,2020-04-02 06:29:00-04:00,FXI
1261591,Tesla shares are trading lower. Weakness potentially related to concerns of lower deliveries. NOTE: Many stocks across sectors are trading lower amid the continued growth in coronavirus cases.,2020-04-01 15:07:00-04:00,TSLA
530877,"WHO's Tedros Says In The Next Few Days We Will Reach 1 Million Confirmed Cases And 50,000 Deaths Worldwide",2020-04-01 13:46:00-04:00,FXI
530878,WHO's Tedros Says In The Past 5 Weeks There Has Been A 'Near Exponential Growth' In Number Of New Cases And Number Of Deaths Has More Than Doubled In Past Week,2020-04-01 13:41:00-04:00,FXI
1261592,A Peek Into Tesla's Price/Earnings Ratio,2020-04-01 13:40:00-04:00,TSLA
530879,WHO's Tedros Says He Is 'Deeply Concerned About The Rapid Escalation And Global Spread Of Infection' Of Coronavirus,2020-04-01 13:39:00-04:00,FXI
1261593,'Does The Coronavirus Guarantee The Tesla Cybertruck Will Be Delayed?' -InsideEVs,2020-04-01 08:21:00-04:00,TSLA
530882,"China Considers Cutting Electric-car Rebates By 10%, Considers Tightening Qualifications",2020-04-01 07:54:00-04:00,FXI
530883,"Moody's Says Credit Profile Of China (A1 Stable) Is Supported By Very High Economic And Fiscal Strength, And Low External Risk",2020-04-01 06:59:00-04:00,FXI
530884,Florida Senator Rick Scott Earlier Published Press Release 'Sen. Rick Scott Calls for Investigation of WHO's Role in Helping Communist China Cover Up Global Pandemic',2020-03-31 16:50:00-04:00,FXI
1261595,What Tesla Analysts Expect From This Week's Q1 Delivery Report,2020-03-31 15:04:00-04:00,TSLA
1261597,Trading 212 Takes On Disciplined Investing With 'Next Generation Product',2020-03-31 14:31:00-04:00,TSLA
1261598,'Tesla is using its logistic network to deliver ventilators to hospitals for free' - Electrek. Co,2020-03-31 14:06:00-04:00,TSLA
1261599,'How Tesla Fought to Keep Its Plant Open in a Locked-Down City' -Earlier Bloomberg Article,2020-03-31 12:41:00-04:00,TSLA
1261601,"Tesla shares are trading higher despite analyst expectations of lower deliveries. Additionally, the company recently announced it is reopening a NY factory to make ventilators.",2020-03-31 12:22:00-04:00,TSLA
1261600,"'Tesla reveals insane $172,000 Powerpack price and here's why it makes sense' -Electrek",2020-03-31 12:22:00-04:00,TSLA
1261603,'We have extra FDA-approved ventilators. Will ship to hospitals worldwide within Tesla delivery regions. Device & shipping cost are free...' -Tweet From Tesla's Elon Musk,2020-03-31 11:49:00-04:00,TSLA
530886,G20 Financial Officials Tasked Relevant Working Groups To Deliver On The Roadmap By April 15 Meeting,2020-03-31 10:02:00-04:00,FXI
530887,"G20 Finance Officials, In Joint Statement, Say Agree On Roadmap To Implement Commitments Made By G20 Leaders To Respond To Coronavirus Pandemic; Say Agree On Need To Address Risk Of Debt Vulnerabilities In Low-Income Countries",2020-03-31 09:58:00-04:00,FXI
530888,"'NEW: The number of confirmed coronavirus cases worldwide has reached 800,000' -BNO",2020-03-31 06:59:00-04:00,FXI
1261604,JMP Securities Reduces Tesla 2020 Deliveries Est. To 90K,2020-03-31 06:29:00-04:00,TSLA
1261605,Tesla Worker At Nevada Gigafactory Tested Positive For Coronavirus As Company Cut 75% Staff,2020-03-31 05:54:00-04:00,TSLA
530889,"USTR Says Encouraging Diversification Of Supply Chains, Seeking To Promote More Domestic Manufacturing",2020-03-30 17:10:00-04:00,FXI
530891,"US Is Expected To Renew Sanctions Waivers Allowing Russian, Chinese, European Cos. To Continue Nonproliferation Work At Iranian Nuclear Sites",2020-03-30 14:30:00-04:00,FXI
1261608,'Tesla starts preparing Model Y rear-wheel-drive deliveries amid drop in demand' -Electrek,2020-03-30 13:07:00-04:00,TSLA
530893,Hearing China Will Test All Incoming Travelers For Coronavirus,2020-03-30 11:19:00-04:00,FXI
1261609,Tesla shares are trading lower. Not seeing any news to justify the price action.,2020-03-30 10:32:00-04:00,TSLA
530895,"China' S Hubei Province Reports 0 New Coronavirus Cases, 4 New Deaths as of End-march 29",2020-03-29 20:35:00-04:00,FXI
530896,China Global Times Tweet: Chinese scientists have developed a new weapon to combat the #coronavirus. They say they have found a nanomaterial that can absorb and deactivate the virus with 96.5-99.9% efficiency,2020-03-29 11:46:00-04:00,FXI
530897,"Plane from Shanghai Arrived at JFK Sunday with 2M Gloves, 130K N-95 Masks, 1.7M Surgical Masks, 50K Gowns, 130K Hand Sanitizer Units, 36K Thermometers",2020-03-29 11:36:00-04:00,FXI
530898,Trump Says China Will Be Sending Virus Data To US Following His Call With President Xi,2020-03-27 16:20:00-04:00,FXI
1261613,Electrek Reports European EV Registrations Rose by 92% in February,2020-03-27 14:03:00-04:00,TSLA
530900,"'Stacks of Urns in Wuhan Prompt New Questions of Virus's Toll' -Bloomberg, From Earlier",2020-03-27 12:54:00-04:00,FXI
530901,WHO's Tedros Says A Vaccine Is At LEast 12-18 Months Away,2020-03-27 12:22:00-04:00,FXI
530902,WHO's Tedros Says there Are Now More Than 500K Confirmed Coronavirus Cases And More Than 20K Deaths But More Than 100K People Have Recovered,2020-03-27 12:19:00-04:00,FXI
530903,China To Resume Domestic Airline Services In Hubei Province,2020-03-27 12:15:00-04:00,FXI
530904,IMF Managing Director Says Pandemic Recovery Will Be Staggered As Pandemic Is Hitting Countries One By One,2020-03-27 11:51:00-04:00,FXI
1261614,"'Biggest value Tesla is providing is precise delivery of ventilators exactly to the ICU where & when they're needed. There are many ventilators in warehouses, but stuck in logistics/routing/paperwork issues' -Elon Musk Tweet",2020-03-27 11:30:00-04:00,TSLA
1261615,"'Tesla Gigafactory Shanghai makes 3,000 cars per week amid other factory shutdowns' -Electrek",2020-03-27 11:13:00-04:00,TSLA
530905,"IMF Managing Director Georgieva Says Recovery Is Projected In 2021, But Only If Coronavirus Can Be Contained",2020-03-27 11:05:00-04:00,FXI
1261616,"Piper Sandler Maintains Overweight on Tesla, Lowers Price Target to $820",2020-03-27 10:44:00-04:00,TSLA
530906,US VP Mike Pence Says US Working With China To Combat Coronavirus,2020-03-27 10:33:00-04:00,FXI
1261617,"Benzinga Founder, CEO Jason Raznick To Appear On Benzinga's PreMarket Prep Morning Trading Show at 8:45 a.m. EDT; Will Be Talking Overall Market, Tesla, Peloton, Smile Direct Club and Dividend Stock Ideas; premarket.benzinga.com",2020-03-27 08:41:00-04:00,TSLA
1261618,"Hearing New Street Upgrades Tesla From Neutral To Buy, Announces $800 Target",2020-03-27 08:26:00-04:00,TSLA
530907,"'The #coronavirus risk evaluation of #Wuhan has been downgraded from ""high risk"" to ""medium risk"", said a local health official Friday...' -Tweet From China's National Business Daily",2020-03-27 07:19:00-04:00,FXI
530908,"China Will Issue Special Treasury Bills, Increase Local Gov't Special Bond Issuance",2020-03-27 07:18:00-04:00,FXI
1261620,Tesla To Reduce 75% Of All On-Site Staff At Nevada Gigafactory Due To Pandemic,2020-03-27 06:58:00-04:00,TSLA
1261622,"Hearing Piper Sandler Says Tesla Should Be Bought On Recent 'Market Dislocation', Has  $820 Price Target",2020-03-27 06:14:00-04:00,TSLA
530909,Trump Says He Believes He Will Be Speaking With China's Xi Thursday Night,2020-03-26 17:52:00-04:00,FXI
530910,"'USA is now the #1 country that has the most COVID-19 cases. The US reached 81,999 cases across the country, surpassing China and Italy' -Tweet",2020-03-26 16:52:00-04:00,FXI
1261624,Tesla shares are trading lower despite overall market strength. Not currently seeing company-specific news from the session.,2020-03-26 15:45:00-04:00,TSLA
530911,White House Adviser Conway Says G20 Leaders Discussed Ways To Try To Have Minimal Disruption To Global Supply Chains,2020-03-26 13:18:00-04:00,FXI
530912,"G20 Statement Shows 'We are injecting over $5 trillion into the global economy, as part of targeted fiscal policy, economic measures, and guarantee schemes to counteract the social, economic and financial impacts of the pandemic' -Tweet",2020-03-26 11:43:00-04:00,FXI
530913,"Chinese Foreign Ministry Says Will Temporarily Suspend Entry Of Foreigners With Valid Chinese Visas, Residence Permits Starting Mar. 28",2020-03-26 11:17:00-04:00,FXI
530914,China's Foreign Ministry Says Nation Is Implementing $344B In Measures (Mostly Fiscal) To Combat Coronavirus,2020-03-26 10:55:00-04:00,FXI
530915,US Nears Rule Change To Restrict Huawei's Global Chip Supply,2020-03-26 10:47:00-04:00,FXI
530916,"G20 Leaders Say They Support Extraordinary Measures Taken By Central Banks, Including Extension Of Swap Lines",2020-03-26 10:44:00-04:00,FXI
530917,"G20 Leaders Commit To Increase Research And Development Funding For Vaccines And Medicines, Strengthen Scientific International Cooperation",2020-03-26 10:38:00-04:00,FXI
530918,"G20 Leaders Commit To Share Epidemiological And Health Data, Strengthen Health Systems Globally And Expand Manufacturing Capacity Of Medical Supplies",2020-03-26 10:34:00-04:00,FXI
530919,"G20 Issues Statement Related To Coronavirus Response, Says Will Take All Necessary, Health Measures, Seek Adequate Financing To Contain Pandemic",2020-03-26 10:31:00-04:00,FXI
530920,"Chinese Pres Xi Says Will Ease Market Access, Actively Expand Imports",2020-03-26 09:12:00-04:00,FXI
530921,China Aviation Regulator Asks Each Foreign Airlines To Limit To No More Than One Flight A Week To China,2020-03-26 08:18:00-04:00,FXI
530922,China State Media Report Says Nation Will Strengthen Coronavirus Control At Airports,2020-03-26 07:16:00-04:00,FXI
530923,Hearing Fitch Sees China's Q1 GDP Down 4% Year Over Year,2020-03-26 06:32:00-04:00,FXI
1261627,Tesla To Reopen New York Gigafactory To Make Ventilators For COVID-19 Patients,2020-03-26 05:28:00-04:00,TSLA
1261628,"Elon Musk's SpaceX Makes And Donates Face Shields, Protective Suits, Sanitizer For COVID-19 Healthcare Workers",2020-03-25 23:54:00-04:00,TSLA
530924,"WTO Chief Says Govt Fiscal And Monetary Stimulus Measures Are 'Positive', Urges Coordinated Efforts To 'Increase Our Collective Recession-Fighting Power'",2020-03-25 15:06:00-04:00,FXI
