number,title,date,stock,sentiment_scores
530794,Hearing India Suspended Testing For Coronavirus-Related Antibodies Amid Concern Related To Accuracy,2020-04-22 13:28:00-04:00,FXI,"{'negative': 0.7599947, 'neutral': 0.23839098, 'positive': 0.001614241}"
530795,"WHO's Ryan Says Protests, Gatherings Vs Lockdowns Will Only Fuel Pandemic",2020-04-22 12:57:00-04:00,FXI,"{'negative': 0.8630478, 'neutral': 0.13552153, 'positive': 0.0014307235}"
530796,NY Gov. Cuomo Says Believes 'Entire' Medical Supplies/Device Supply Chain Should Be Brought Back From China To US,2020-04-22 12:41:00-04:00,FXI,"{'negative': 0.003544677, 'neutral': 0.9951946, 'positive': 0.0012607938}"
530797,"WHO Director Ryan Says Resuming Global Travel Will Take 'Careful Risk Mgmt., Adjustments'",2020-04-22 12:31:00-04:00,FXI,"{'negative': 0.00806722, 'neutral': 0.9906158, 'positive': 0.0013168968}"
530798,"WHO Director Says A Number Of Countries Are Seeing Resurgence In Active Coronavirus Cases, Says That Is Because A Large Proportion OF Population Is Susceptible",2020-04-22 12:07:00-04:00,FXI,"{'negative': 0.044688396, 'neutral': 0.9530289, 'positive': 0.0022826167}"
530799,US Secretary Of State Mike Pompeo Reiterates Stance US Strongly Believes Chinese Gov't. Did Not Report Coronavirus Outbreak To WHO In A Timely Fashion,2020-04-22 10:57:00-04:00,FXI,"{'negative': 0.020442862, 'neutral': 0.9775712, 'positive': 0.00198588}"
530801,Fitch Sees Global GDP Down 3.9% In 2020,2020-04-22 09:30:00-04:00,FXI,"{'negative': 0.8576117, 'neutral': 0.14008, 'positive': 0.0023082502}"
530802,"'#Shanghai #Disney Resort is discussing with authorities and @Disney headquarters on reopening date, which has been temporarily set to be contingent on the date of schools' reopening in the Chinese mainland' -Tweet From China' National Business Daily",2020-04-22 08:29:00-04:00,FXI,"{'negative': 0.0033431912, 'neutral': 0.9957443, 'positive': 0.0009125066}"
1261474,"B of A Securities Downgrades Tesla to Underperform, Lowers Price Target to $485",2020-04-22 07:54:00-04:00,TSLA,"{'negative': 0.8539755, 'neutral': 0.14390267, 'positive': 0.0021218972}"
530804,Bloomberg Reports Kim Jong Un Was In Critical Condition,2020-04-21 14:59:00-04:00,FXI,"{'negative': 0.62090856, 'neutral': 0.37745953, 'positive': 0.0016318614}"
1261476,"Tesla shares are trading lower amid overall market weakness. Stocks across sectors are moving lower today after oil prices fell to lows, partially stemming from weak demand caused by the coronavirus pandemic.",2020-04-21 12:13:00-04:00,TSLA,"{'negative': 0.94006914, 'neutral': 0.058304064, 'positive': 0.0016268297}"
530807,China Agriculture Ministry Says Sichuan Province Detects African Swine Fever From Pigs Transported From Outside Province,2020-04-21 06:47:00-04:00,FXI,"{'negative': 0.12256204, 'neutral': 0.8763611, 'positive': 0.0010769073}"
530808,"'#Chinese research team releases first animal experiment data on a #COVID19 #vaccine, which shows the vaccine are effective and safe on rats and non-human primates' -China's Global Times Business Source Publication",2020-04-20 17:04:00-04:00,FXI,"{'negative': 0.002055879, 'neutral': 0.9930651, 'positive': 0.0048790025}"
530809,Senators Unveil Bill To Hold China Accountable For Virus Spread,2020-04-20 13:27:00-04:00,FXI,"{'negative': 0.086922556, 'neutral': 0.91162986, 'positive': 0.0014476818}"
1261480,The Sound Of Electric Vehicles,2020-04-20 12:56:00-04:00,TSLA,"{'negative': 0.001612688, 'neutral': 0.996815, 'positive': 0.0015723972}"
530810,China Raises Easing Coronavirus Border Controls With Other Countries,2020-04-20 12:11:00-04:00,FXI,"{'negative': 0.023836227, 'neutral': 0.97496617, 'positive': 0.0011975506}"
530812,"China Cuts 1-year Loan Prime Rate by 20 Bps, 5-year Loan Prime Rate by 10 Bps",2020-04-19 21:32:00-04:00,FXI,"{'negative': 0.06959837, 'neutral': 0.9286782, 'positive': 0.0017235137}"
530813,"Reports from Multiple Sources of Possible Covid-19 Outbreak in Harbin, Capital of China's Heilongjiang Province",2020-04-18 21:00:00-04:00,FXI,"{'negative': 0.48921043, 'neutral': 0.508598, 'positive': 0.0021915492}"
530814,Says That China's Revised Figure For Death Toll And Cases Was "Done In An Attempt To Leave No Case Undocumented,2020-04-17 13:37:00-04:00,FXI,"{'negative': 0.17438641, 'neutral': 0.82445186, 'positive': 0.0011617322}"
530815,"'China has just announced a doubling in the number of their deaths from the Invisible Enemy. It is far higher than that and far higher than the U.S., not even close!' -US President Trump",2020-04-17 12:32:00-04:00,FXI,"{'negative': 0.2567202, 'neutral': 0.7385576, 'positive': 0.0047222306}"
530816,US State Dept. Statement Shows Defense Secretary Mike Pompeo Says Any Future Arms Control Talks Must Include China In Addition To Russia,2020-04-17 12:12:00-04:00,FXI,"{'negative': 0.005284923, 'neutral': 0.9937111, 'positive': 0.0010039064}"
1261482,'Tesla completes massive expansion of its 'world's biggest battery' -Electrek,2020-04-17 11:17:00-04:00,TSLA,"{'negative': 0.0014918663, 'neutral': 0.9858619, 'positive': 0.01264625}"
530818,White House Econ Advisor Larry Kudlow Says Evidence Of China's Ag Purchases 'Mixed',2020-04-17 09:42:00-04:00,FXI,"{'negative': 0.003994587, 'neutral': 0.9953252, 'positive': 0.00068023254}"
1261483,'Tesla angers Chinese buyers by rushing deliveries before the release of long range #Model3.' -China's National Business Daily,2020-04-17 07:50:00-04:00,TSLA,"{'negative': 0.094310015, 'neutral': 0.9035578, 'positive': 0.0021321727}"
530819,China's Didi Chuxing Says Aims To Complete More Than 100M Daily Trips Globally By 2022,2020-04-17 07:19:00-04:00,FXI,"{'negative': 0.0018748124, 'neutral': 0.9951938, 'positive': 0.002931383}"
530820,"China's Politburo Says Will Make Prudent Monetary Policy More Flexible, Proactive Fiscal Policy More Effective",2020-04-17 07:15:00-04:00,FXI,"{'negative': 0.0029089209, 'neutral': 0.9675204, 'positive': 0.02957069}"
530821,China Revises Wuhan Death Toll Upward by 50%,2020-04-17 05:33:00-04:00,FXI,"{'negative': 0.7762406, 'neutral': 0.22193469, 'positive': 0.0018246735}"
1261484,Chinese Self-Driving Startup Launches 'Contactless' Deliveries To Combat Coronavirus Pandemic In California,2020-04-17 04:08:00-04:00,TSLA,"{'negative': 0.033782914, 'neutral': 0.9645622, 'positive': 0.0016550018}"
1261487,Elon Musk Tweets Partial List Of Hospitals To Which Tesla Sent Ventilators,2020-04-16 13:55:00-04:00,TSLA,"{'negative': 0.0038197653, 'neutral': 0.9952473, 'positive': 0.0009328596}"
1261488,'California governor says ventilators promised by Elon Musk never made it to hospitals' -The Hill,2020-04-16 13:48:00-04:00,TSLA,"{'negative': 0.19917642, 'neutral': 0.79911506, 'positive': 0.0017085212}"
530823,China's National Business Daily Reports Chinese Investment Bank Says Incidents At Luckin Coffee And TAL Will Make It Harder For Chinese Co.s To See US IPOs,2020-04-16 07:44:00-04:00,FXI,"{'negative': 0.72055465, 'neutral': 0.27747783, 'positive': 0.001967568}"
1261490,"CEO Elon Musk's 'Taking Tesla Private' Tweet Wasn't Merely 'Aspirational,' Judge Rules He Must Face Lawsuit",2020-04-16 03:33:00-04:00,TSLA,"{'negative': 0.3692011, 'neutral': 0.6288704, 'positive': 0.0019284494}"
1261491,"VW Settlement, Market Momentum Boost California Clean Truck Projects",2020-04-15 18:26:00-04:00,TSLA,"{'negative': 0.001549636, 'neutral': 0.99364495, 'positive': 0.0048054983}"
1261492,"Tesla To Report Q1 Earnings Wed., Apr. 29 After Market Close",2020-04-15 17:47:00-04:00,TSLA,"{'negative': 0.005107212, 'neutral': 0.99385095, 'positive': 0.0010418742}"
1261493,Steve Grasso Says Tesla Has 'Defied All Laws Of Probability',2020-04-15 16:24:00-04:00,TSLA,"{'negative': 0.25891465, 'neutral': 0.73746073, 'positive': 0.0036246143}"
530824,US Is Concerned About Possible Chinese Nuclear Testing,2020-04-15 13:13:00-04:00,FXI,"{'negative': 0.48826993, 'neutral': 0.50984454, 'positive': 0.0018855147}"
530825,"Saudi Central Bank Governor Says G20 Countries Have Been Working On Currency Swap Lines, Buyback Facilities In Effort To Mitigate Impact From Coronavirus Pandemic",2020-04-15 12:58:00-04:00,FXI,"{'negative': 0.042012516, 'neutral': 0.9564174, 'positive': 0.0015700627}"
1261502,Tesla shares are trading higher after Goldman Sachs initiated coverage on the company's stock with a Buy rating and $864 price target. The company also reported China registrations rose in March.,2020-04-15 06:19:00-04:00,TSLA,"{'negative': 0.0018400277, 'neutral': 0.9710225, 'positive': 0.027137449}"
530827,"Fitch Says Coronavirus Shock Will Have Few Direct Consequences For Most Chinese LGFVs; Says Lower Fiscal Rev Generated By Chinese Local Govs In January, February 2020 Should Be Largely Offset By Ad Hoc Support From Central Gov",2020-04-15 06:16:00-04:00,FXI,"{'negative': 0.7797054, 'neutral': 0.21841934, 'positive': 0.0018752587}"
1261504,"Goldman Sachs Initiates Coverage On Tesla with Buy Rating, Announces Price Target to $864",2020-04-15 05:27:00-04:00,TSLA,"{'negative': 0.0026341209, 'neutral': 0.9949083, 'positive': 0.0024575053}"
1261505,"Tesla's China Registrations Rose to 12,709 Units in March vs 2,314 in February",2020-04-15 05:21:00-04:00,TSLA,"{'negative': 0.001709239, 'neutral': 0.9956364, 'positive': 0.0026543478}"
1261506,"'Choose Joplin,' A Missouri City Trying To Get Tesla To Build Gigafactory There, Offers $1B In Incentives",2020-04-15 04:47:00-04:00,TSLA,"{'negative': 0.001764216, 'neutral': 0.9958419, 'positive': 0.0023938995}"
1261508,Zoox and Tesla Settle Lawsuit; Zoox to Make Payment to Tesla,2020-04-14 20:35:00-04:00,TSLA,"{'negative': 0.085536376, 'neutral': 0.91349536, 'positive': 0.00096817815}"
1261509,Tesla's Stock Keeps Rising After Goldman Sachs Gives Shares $864 Price Target,2020-04-14 20:30:00-04:00,TSLA,"{'negative': 0.0020190622, 'neutral': 0.9904715, 'positive': 0.007509473}"
530828,White House Says Trump Will Work On Coordinated Global Response To Pandemic In Video Conference With G7 Leaders Thurs.,2020-04-14 14:46:00-04:00,FXI,"{'negative': 0.0040515997, 'neutral': 0.99439347, 'positive': 0.0015549264}"
1261510,'Tesla is still getting tons of Cybertruck orders months after electric pickup unveiling' -Electrek,2020-04-14 13:55:00-04:00,TSLA,"{'negative': 0.0013961898, 'neutral': 0.9952598, 'positive': 0.0033439456}"
530829,Hearing Chinese Tanker 'SC Taipei' Under Attack In Gulf Of Oman By Iranian Naval Vessels,2020-04-14 13:06:00-04:00,FXI,"{'negative': 0.4855925, 'neutral': 0.5130107, 'positive': 0.0013967748}"
530831,IMF Sees Global Economy Down 3% In 2020,2020-04-14 08:39:00-04:00,FXI,"{'negative': 0.92071563, 'neutral': 0.07696687, 'positive': 0.002317582}"
1261517,Tesla Striving To Cut Costs By Seeking Rent Relief As Coronavirus Affects Business,2020-04-14 07:48:00-04:00,TSLA,"{'negative': 0.41104048, 'neutral': 0.5850521, 'positive': 0.0039074295}"
1261519,Tesla shares are trading higher after Credit Suisse analysts upgraded the company's stock from Underperform to Neutral and raised their price target from $415 to $580.,2020-04-14 06:17:00-04:00,TSLA,"{'negative': 0.002435826, 'neutral': 0.9815462, 'positive': 0.016017962}"
1261520,"Credit Suisse Upgrades Tesla to Neutral, Raises Price Target to $580",2020-04-14 05:50:00-04:00,TSLA,"{'negative': 0.003263163, 'neutral': 0.9924576, 'positive': 0.0042792526}"
530833,"World Bank Says Has Approved $2.1B In Emergency Pandemic Aid To 31 Countries, Sees Completing Work On 40 More In Apr.",2020-04-13 13:10:00-04:00,FXI,"{'negative': 0.005387204, 'neutral': 0.9921823, 'positive': 0.0024304595}"
530834,Hearing WHO Will Publish New Strategy Advice Tues. With Details On What Needs To Happen With Coronavirus Before Countries Can Lift Restrictions,2020-04-13 12:03:00-04:00,FXI,"{'negative': 0.03947647, 'neutral': 0.9594978, 'positive': 0.0010257711}"
530835,WHO Says A Vaccine Is Needed To Fully Halt Coronavirus Transmission,2020-04-13 11:59:00-04:00,FXI,"{'negative': 0.117844634, 'neutral': 0.87980783, 'positive': 0.0023475518}"
1261522,"'Elon Musk: Tesla's upcoming event will focus on batteries, not powertrain _ 'a lot to talk about'' -Electrek",2020-04-13 11:28:00-04:00,TSLA,"{'negative': 0.0015485643, 'neutral': 0.9966601, 'positive': 0.0017912689}"
1261523,"Tesla shares are trading higher following a media report that the company is now producing all Chinese Model 3s in China, meaning vehicles are not subject to import tax.",2020-04-13 08:01:00-04:00,TSLA,"{'negative': 0.0018451728, 'neutral': 0.98800606, 'positive': 0.01014882}"
530837,"India Today Journalist Tweets: '2 out of 3 #COVID19 patients have benefitted from Remdesivir drug - an observational study has found @ICMRDELHI director Dr Raman GangaKhedkar,' Says Need For Ventilator/Oxygen Was Found To Have Reduced After Administration",2020-04-13 07:38:00-04:00,FXI,"{'negative': 0.002969679, 'neutral': 0.99262846, 'positive': 0.004401955}"
530838,China Says Will Step Up Coronavirus Testing And Health Management For People Leaving Wuhan,2020-04-13 07:20:00-04:00,FXI,"{'negative': 0.052135997, 'neutral': 0.9463316, 'positive': 0.0015324051}"
1261524,Tesla Furlough Has Hit New Workers In Delivery And Sales The Worst: Report,2020-04-13 05:29:00-04:00,TSLA,"{'negative': 0.96207124, 'neutral': 0.03653855, 'positive': 0.001390243}"
1261526,Mike Khouw Sees Unusual Options Activity In Tesla,2020-04-11 09:50:00-04:00,TSLA,"{'negative': 0.0113974, 'neutral': 0.9877466, 'positive': 0.00085608795}"
1261527,"Tesla  Says Starts Selling Locally-made Long-range Model 3 Vehicles in China to be Priced at 339,050 Yuan After Subsidies; Locally-made Performance Model 3 to be Priced at 419,800 Yuan",2020-04-10 09:39:00-04:00,TSLA,"{'negative': 0.0018020194, 'neutral': 0.99648273, 'positive': 0.0017152277}"
530839,'Trump team ramps up scrutiny of funds to WHO - The State Department and others have been told to get extra approvals before sending funds to the WHO',2020-04-09 15:14:00-04:00,FXI,"{'negative': 0.015127855, 'neutral': 0.98379666, 'positive': 0.0010754}"
530840,Kudlow Says Moving To 100% Immediate Expensing For American Cos. Would Lure Firms Back From China To US,2020-04-09 14:51:00-04:00,FXI,"{'negative': 0.0042405236, 'neutral': 0.99459827, 'positive': 0.0011612318}"
530841,Kudlow Says Trump Continues To Enjoy A Good Relationshp With Chinese Pres Xi,2020-04-09 14:49:00-04:00,FXI,"{'negative': 0.0021716808, 'neutral': 0.9874648, 'positive': 0.010363464}"
1261529,"Tesla shares are trading higher amid overall market strength following a Fed loan program and optimism towards a coronavirus recovery. The company reportedly sold 10,160 units in China in March.",2020-04-09 13:28:00-04:00,TSLA,"{'negative': 0.003123979, 'neutral': 0.95630324, 'positive': 0.040572744}"
530843,OPEC Cuts 2020 Global GDP Growth Forecast From Up 2.4% Forecast In Mar. To Down 1.1%,2020-04-09 12:51:00-04:00,FXI,"{'negative': 0.39235717, 'neutral': 0.60454035, 'positive': 0.0031024718}"
530845,Chinese Gov. Says China Still Faces Risks Of A Comeback In Coronavirus Outbreak,2020-04-09 07:20:00-04:00,FXI,"{'negative': 0.87489766, 'neutral': 0.123377465, 'positive': 0.0017248075}"
530846,"Xinhua Reporting China Has Said It Will Increase Flexibility Of Yuan, Will Keep Yuan Basically Stable",2020-04-09 07:05:00-04:00,FXI,"{'negative': 0.0020077485, 'neutral': 0.9909911, 'positive': 0.007001131}"
1261533,"Tesla Sold 10,160 Units in China in March",2020-04-09 05:49:00-04:00,TSLA,"{'negative': 0.0021211656, 'neutral': 0.99668044, 'positive': 0.0011984124}"
530847,WHO Head Tedros Says Politicizing The Coronavirus Issue Should Be Avoided By Countries If They Don't Want To Have Many More Body Bags,2020-04-08 13:12:00-04:00,FXI,"{'negative': 0.4266296, 'neutral': 0.57121664, 'positive': 0.0021536704}"
530849,"WHO Head Tedros, When Asked About Criticism Of WHO Being Too Close To China, Says 'We Are Color Blind,' Notes Is Close To Every Nation",2020-04-08 12:26:00-04:00,FXI,"{'negative': 0.1068996, 'neutral': 0.8917791, 'positive': 0.0013212172}"
1261534,Hearing Tesla Hopes To Resume U.S. Car Production May 4,2020-04-08 12:11:00-04:00,TSLA,"{'negative': 0.0020158049, 'neutral': 0.9962465, 'positive': 0.0017375833}"
1261535,Tesla to Furlough Hourly Workers at U.S. Car Plans Amid Coronavirus Shutdown; Hopes to Resume U.S. Car Production May 4,2020-04-08 12:10:00-04:00,TSLA,"{'negative': 0.49422085, 'neutral': 0.503556, 'positive': 0.002223176}"
1261538,"Tesla Announces Pay Cuts, Furloughs; Aims to Get Back to Production By May 4",2020-04-08 05:24:00-04:00,TSLA,"{'negative': 0.04687358, 'neutral': 0.9511975, 'positive': 0.0019288798}"
1261541,"Tesla Furloughs All Non-Essential Workers In The US, Others To Get Pay Cut",2020-04-08 02:12:00-04:00,TSLA,"{'negative': 0.7914187, 'neutral': 0.20674786, 'positive': 0.0018334985}"
1261542,"'Tesla will slash employee pay, and will furlough hourly workers until May 4' -CNBC",2020-04-07 23:17:00-04:00,TSLA,"{'negative': 0.7459446, 'neutral': 0.25236103, 'positive': 0.0016943256}"
530850,Mainland China Reports 62 New Confirmed Cases of Coronavirus on April 7 vs 32 on April 6; Mainland China Reports Two New Coronavirus Deaths on April 7 vs Zero Deaths on April 6,2020-04-07 20:09:00-04:00,FXI,"{'negative': 0.17459379, 'neutral': 0.8234409, 'positive': 0.0019653193}"
530851,China's Hubei Province Reports Zero New Cases on April 7 vs Zero on April 6; One New Death on April 7 vs Zero on April 6,2020-04-07 20:07:00-04:00,FXI,"{'negative': 0.48891327, 'neutral': 0.5092261, 'positive': 0.0018606235}"
530852,"Guardian Reporter Highlights Study Of Hydroxychloroquine; Notes 1 Patient Died, 2 Went To ICU, 2 Quit Study, 20 Recovered",2020-04-07 16:10:00-04:00,FXI,"{'negative': 0.5879763, 'neutral': 0.41022143, 'positive': 0.0018023594}"
